Started
Accelerometer sample rate = 119.00 Hz

Acceleration in G's
X	Y	Z
-0.64	1.77	-0.68
-0.73	1.90	-0.37
-0.55	1.45	-0.01
-0.40	1.09	0.39
-0.39	0.69	0.69
-0.66	0.16	0.67
2.00	4.00	2.46
-1.00	3.00	0.21
-2.77	0.79	0.94
-2.92	-0.48	0.91
-1.87	-1.14	0.19
1.52	-0.68	-0.17
0.67	-0.85	0.32
-0.53	-0.84	0.74
0.87	-0.36	0.56
0.91	-0.21	0.71
0.40	-0.25	0.73
0.04	-0.26	0.64
-0.02	-0.16	0.60
0.03	0.01	0.65
0.05	0.13	0.62
0.01	0.23	0.59
-0.09	0.31	0.57
-0.22	0.38	0.55
-0.35	0.44	0.54
-0.46	0.49	0.51
-0.55	0.55	0.49
-0.62	0.61	0.47
-0.68	0.68	0.46
-0.75	0.73	0.43
-0.81	0.78	0.41
-0.86	0.83	0.38
-1.28	3.97	-2.24
-1.35	4.00	-0.61
-1.43	4.00	-1.40
-0.79	2.55	-2.53
0.57	2.61	-1.89
-1.22	1.22	-2.41
-2.25	1.07	-1.57
-2.47	0.42	0.15
-2.27	-0.80	0.83
-1.64	-2.12	0.97
-0.98	-3.10	1.18
-0.61	-3.15	1.71
-0.88	-2.54	1.60
-0.42	-0.80	1.53
-0.31	-0.15	1.14
0.04	0.31	1.17
0.22	0.27	0.90
-0.20	0.33	0.74
-0.74	0.44	0.76
-0.97	0.46	0.66
-0.95	0.58	0.64
-0.87	0.68	0.61
-0.80	0.75	0.55
-0.79	0.82	0.51
-0.81	0.88	0.47
-0.85	0.92	0.43
-0.89	0.96	0.39
-0.91	0.99	0.34
-0.92	1.02	0.31
-0.90	1.05	0.27
-0.88	1.08	0.24
-1.13	3.92	-2.92
-1.20	3.49	-1.71
-0.91	3.93	-1.54
-1.66	2.06	-1.21
-2.22	1.42	-0.58
-1.72	1.85	-0.12
-2.32	1.62	0.37
-3.16	0.58	0.76
-2.57	-0.49	0.96
0.49	-0.42	1.36
-2.53	-1.90	0.81
-1.84	-1.51	1.12
-0.93	-1.11	1.08
-0.20	-0.72	1.31
0.72	-0.65	1.14
0.95	-0.51	1.28
0.29	-0.72	1.21
-0.30	-0.82	1.08
-0.14	-0.72	1.00
0.15	-0.45	1.06
-0.08	-0.31	0.98
-0.39	-0.21	0.84
-0.49	-0.07	0.78
-0.46	0.20	0.68
-0.49	0.30	0.62
-0.58	0.39	0.57
-0.67	0.46	0.52
-0.75	0.52	0.47
-0.81	0.59	0.43
-0.76	0.87	-1.05
-0.47	4.00	-0.58
-1.83	2.62	-0.68
-0.82	1.94	-1.55
-0.77	1.60	-1.56
-0.72	1.14	-0.64
-0.45	0.96	0.07
-0.42	0.75	0.56
-0.63	0.67	1.18
-0.66	0.77	1.74
-0.53	0.94	2.03
-0.61	0.77	2.20
-0.65	0.44	1.81
-0.37	0.38	1.47
-0.22	0.27	0.96
-0.11	-0.07	0.61
-0.39	-0.33	0.96
-0.38	-0.32	0.76
-0.32	-0.32	1.09
-1.03	-2.05	0.55
-0.65	0.32	1.26
-0.55	0.40	1.08
-0.64	0.72	0.71
-0.52	1.10	0.38
-0.29	1.30	0.62
-0.22	1.07	0.86
-0.23	0.77	1.23
-0.23	1.79	-1.29
-0.22	1.92	-0.84
-0.43	1.38	0.48
-0.19	1.40	-0.50
0.10	0.90	-0.67
-0.38	1.59	0.10
-0.18	1.10	0.47
-0.06	0.69	0.13
0.02	0.68	0.00
0.14	0.78	0.07
0.11	0.80	0.17
0.08	0.89	0.06
0.09	0.84	-0.01
0.06	0.83	0.02
0.08	0.80	-0.00
0.08	0.85	-0.02
0.23	1.02	0.03
0.36	0.97	0.04
0.01	0.76	-0.22
-0.20	0.46	-0.40
-0.26	0.45	-0.23
0.27	2.62	1.17
-0.39	1.72	0.30
-0.84	0.47	-0.33
0.53	2.04	0.63
-0.86	1.38	0.46
-1.77	0.66	0.91
-1.08	-0.56	0.27
1.66	0.68	1.13
0.15	1.15	0.81
-0.97	1.22	0.96
-0.42	0.48	0.26
0.26	0.91	0.46
-0.14	1.10	0.79
-0.32	0.40	0.71
0.01	0.27	1.00
0.01	0.23	1.32
-0.24	-0.00	1.43
-0.08	-0.14	1.57
0.30	-0.23	1.75
-0.09	-0.31	1.65
0.38	0.07	1.60
0.73	0.14	1.42
0.33	0.07	1.07
-0.11	-0.12	0.68
-0.26	0.01	0.44
0.13	0.22	0.45
-0.02	0.24	0.37
-0.15	0.29	0.30
-0.23	0.36	0.29
-0.27	0.43	0.26
-0.31	0.51	0.26
-0.35	0.57	0.24
-0.41	0.63	0.23
-0.47	0.69	0.22
-0.53	0.74	0.20
-0.76	1.63	0.30
-1.34	3.50	0.34
-0.27	3.29	-0.19
-0.59	2.84	-0.61
-0.74	2.37	-0.78
-0.55	1.88	-0.77
-0.42	1.37	-0.73
-0.68	1.11	-0.62
-0.79	1.07	-0.46
-0.67	1.13	-0.26
-0.54	1.34	0.09
-0.71	1.30	0.30
-0.02	1.60	0.02
0.63	2.55	0.35
-1.12	0.95	-0.31
-0.96	0.25	0.21
-0.49	0.04	1.00
-0.49	-0.38	1.30
-1.00	-0.62	1.56
-0.94	-0.83	1.61
-0.45	-1.11	1.40
-0.01	-0.91	1.38
0.26	0.15	1.38
0.13	0.45	1.03
-0.00	0.27	0.74
0.02	0.57	0.84
-0.04	0.59	1.00
0.09	0.27	1.05
-0.03	0.23	0.93
-0.01	0.41	0.78
0.40	0.40	0.79
1.06	0.16	0.65
0.88	0.06	0.65
0.04	0.05	0.61
-0.35	-0.01	0.41
-0.20	0.10	0.43
-0.05	0.24	0.48
-0.08	0.29	0.42
-0.18	0.35	0.39
-0.27	0.42	0.41
-0.35	0.48	0.42
-0.42	0.54	0.40
-0.48	0.60	0.40
-0.52	0.65	0.40
-0.57	0.71	0.40
-0.62	0.77	0.39
-0.67	0.82	0.38
0.21	4.00	-0.56
-0.76	3.69	-0.44
-0.89	4.00	-0.68
-2.02	3.40	-0.94
-1.87	2.52	-1.04
-1.47	2.08	-0.68
-1.04	1.51	-0.14
-0.97	0.85	0.33
-0.67	0.24	0.58
1.81	0.83	0.61
-1.06	-0.19	0.47
-1.39	-0.60	0.49
-0.38	-0.94	0.52
-0.34	-0.81	0.85
0.24	-0.36	1.17
0.21	-0.18	1.33
0.09	0.16	1.47
-0.11	0.42	1.41
-0.11	0.59	1.24
0.03	0.75	1.07
0.04	0.96	0.81
0.00	1.09	0.53
-0.10	0.85	0.23
-0.24	0.27	-0.05
-0.00	-0.19	0.04
-0.41	-0.17	0.85
0.33	-0.55	0.51
0.98	-0.18	0.81
0.61	0.07	1.18
-0.17	-0.06	0.83
-0.59	-0.01	0.69
-0.52	0.28	0.95
-0.48	0.91	1.11
-0.42	1.62	1.16
-0.39	1.89	1.08
-0.33	2.81	-0.86
-0.38	0.69	-1.91
0.11	1.05	-1.20
0.17	1.59	-1.13
-0.18	1.55	-1.18
-0.31	1.31	-0.54
-0.37	0.99	0.14
-0.25	0.94	0.71
-0.27	1.05	1.20
-0.32	1.24	1.82
-0.31	1.24	2.70
-0.43	0.32	1.95
-1.32	0.09	1.78
-2.79	0.17	1.56
-2.03	-0.42	0.59
0.74	0.10	1.24
1.81	0.24	1.28
1.61	0.17	0.95
-0.07	-0.27	0.53
-0.97	-0.33	0.44
-0.44	-0.16	0.35
0.24	0.08	0.47
-0.27	0.20	0.35
-0.40	0.26	0.31
-0.35	0.37	0.35
-0.19	0.58	0.25
-0.16	1.51	-0.34
-1.01	3.69	0.39
-0.60	3.07	-0.15
-0.41	1.39	-0.03
-0.01	0.79	-0.30
-0.20	1.48	0.58
-0.52	1.45	1.01
-0.34	1.01	1.03
-0.29	0.69	1.23
0.59	-1.85	0.88
-0.02	1.07	1.29
-0.96	0.88	0.57
-0.28	0.70	1.11
-0.34	0.43	1.06
-0.28	0.24	1.00
-0.24	-0.13	1.23
-0.37	0.09	0.68
-0.45	0.22	1.07
-0.51	0.41	1.04
-0.51	0.68	0.80
-0.57	0.67	1.26
-0.40	0.59	0.71
-0.56	0.19	0.94
0.21	0.82	2.33
-0.01	0.30	0.97
-0.35	0.44	0.43
-0.40	0.69	0.26
-0.23	0.91	0.16
-0.11	0.98	0.04
0.21	0.89	-0.54
0.26	0.93	-0.88
0.08	1.03	-0.99
0.06	1.05	-1.04
0.12	1.15	-0.77
0.13	1.16	-0.58
0.12	1.10	-0.38
0.09	1.12	-0.26
0.02	1.13	-0.12
-0.00	1.14	-0.04
-0.14	1.13	-0.03
-0.14	1.13	-0.10
-0.16	1.08	-0.30
-0.11	1.04	-0.18
0.01	0.82	-0.21
0.34	1.16	-0.25
-0.04	1.24	-0.23
0.22	1.19	-0.41
0.16	1.26	-0.42
0.07	1.29	-0.38
0.06	1.25	-0.34
-0.01	1.17	-0.26
-0.08	1.19	-0.12
-0.14	1.11	-0.03
-0.08	1.06	-0.06
-0.08	0.94	0.05
-0.02	0.89	0.17
-0.09	0.85	0.35
-0.29	0.97	0.11
-0.66	1.22	-0.01
-0.53	1.03	0.42
-0.07	0.58	1.12
-0.54	0.32	1.05
-0.91	0.54	0.90
-0.54	0.32	0.91
-0.37	0.37	1.13
-0.30	0.49	1.10
-0.33	0.88	0.95
-0.27	1.14	0.77
0.30	0.36	1.28
0.20	-0.07	1.13
-0.05	0.13	0.82
-0.08	0.37	0.58
-0.04	0.14	1.38
0.11	-0.13	1.77
-0.13	-0.01	1.72
-0.23	0.41	1.44
-0.11	0.52	1.29
0.02	0.59	1.25
0.00	0.57	1.14
0.10	0.62	1.19
-0.12	0.61	1.19
-0.55	0.05	1.08
-0.26	0.63	1.26
-0.35	0.29	1.30
-0.17	0.14	1.21
-0.36	0.16	1.22
-0.17	0.16	1.20
-0.18	0.22	1.10
-0.37	0.34	0.98
-0.02	0.44	1.05
0.34	-0.53	1.39
-0.33	-0.12	1.00
-0.66	0.27	0.83
-0.49	0.17	1.00
-0.30	0.18	1.08
-0.26	0.44	0.83
-0.26	0.66	0.59
-0.29	0.77	0.44
0.26	1.41	0.22
-0.34	1.52	-0.30
-0.34	1.23	-0.31
-0.33	0.90	0.06
-0.33	1.03	0.06
-0.46	1.05	0.19
-0.62	1.27	0.13
-0.74	1.26	0.09
-0.24	1.23	0.07
-0.03	1.36	-0.07
-0.17	1.20	0.07
-0.31	1.18	0.12
-0.41	1.21	0.12
-0.39	1.38	0.21
0.01	1.45	0.21
-0.39	1.46	0.36
-0.34	1.37	0.38
-0.04	1.21	0.07
0.04	1.48	-0.06
-0.23	1.51	0.22
-0.61	1.63	0.24
-0.61	1.54	0.49
-0.13	1.26	0.46
-0.21	0.78	0.72
-0.80	0.45	1.11
-0.95	0.53	1.09
-0.42	0.31	1.00
-0.37	0.11	1.21
-0.69	0.06	1.13
-0.68	-0.30	1.24
-0.12	-0.97	1.50
0.54	-0.96	1.63
0.27	-0.45	1.50
0.07	-0.21	1.38
-0.14	-0.19	1.39
-0.35	-0.12	1.39
-0.26	0.00	1.28
-0.21	0.05	1.30
-0.14	0.11	1.25
-0.18	0.11	1.26
-0.13	0.05	1.27
-0.14	0.04	1.13
-0.07	0.06	1.40
-0.31	-0.01	1.26
-0.13	-0.05	1.12
0.16	-0.13	1.18
0.49	-0.07	1.31
1.14	0.03	1.43
0.56	-0.21	1.48
-0.47	-0.13	1.19
-0.49	0.19	0.85
-0.01	0.41	0.74
0.05	0.56	0.72
-0.13	0.64	0.76
0.00	0.69	0.70
0.08	0.80	0.56
0.14	1.01	0.36
0.23	1.02	-0.19
0.09	1.03	-0.29
-0.25	1.30	-0.09
-0.47	1.60	0.07
-0.70	1.79	-0.04
-0.96	1.68	-0.30
-0.94	1.42	-0.35
-0.73	1.30	-0.07
-0.57	1.14	0.30
-0.29	1.00	0.51
-0.08	1.01	0.40
-0.07	1.10	0.18
-0.25	1.13	0.07
-0.01	1.17	0.21
0.16	1.54	0.51
0.07	0.84	0.62
0.05	0.82	0.34
0.13	0.83	0.17
0.15	0.76	0.26
0.11	0.68	0.49
0.13	0.73	0.67
0.19	0.81	0.59
0.19	0.83	0.53
0.18	0.80	0.57
0.09	0.60	0.71
0.10	0.58	0.75
0.09	0.60	0.64
0.11	0.64	0.53
-0.18	1.07	0.37
-0.21	0.82	0.46
-0.08	0.68	0.71
-0.13	0.66	0.78
-0.07	0.81	0.76
0.05	0.81	0.69
-0.19	1.02	0.69
-0.05	0.98	0.72
0.24	0.74	0.58
0.30	0.51	0.55
0.20	0.27	0.60
0.16	0.24	0.76
0.06	0.35	0.84
0.05	0.36	0.93
0.12	0.35	0.91
0.14	0.44	0.84
0.14	0.66	0.78
0.16	0.78	0.82
0.17	0.77	1.03
0.20	0.70	1.36
0.21	0.46	1.66
0.20	0.22	1.99
-0.42	-0.23	1.76
-0.51	0.23	1.68
-0.26	0.56	1.17
-0.23	0.69	1.09
0.10	0.55	1.17
0.11	0.48	1.22
0.07	0.44	1.29
0.08	0.33	1.09
-0.17	0.50	0.86
0.15	0.89	0.77
0.19	0.74	0.66
0.19	0.78	0.58
0.21	0.81	0.44
0.27	0.85	0.27
0.18	0.89	0.13
0.17	0.96	-0.00
0.11	1.02	-0.11
0.02	1.12	-0.26
-0.12	1.34	-0.48
-0.27	1.64	-0.69
-0.32	1.88	-0.84
-0.19	1.81	-0.80
-0.02	1.47	-0.51
0.09	1.12	-0.22
0.23	0.92	-0.13
0.26	0.92	-0.22
0.29	0.91	-0.44
0.22	0.90	-0.51
0.24	0.76	-0.43
0.45	0.55	-0.29
0.39	0.44	-0.08
0.17	0.52	0.04
0.11	0.67	0.04
0.29	0.34	0.13
0.28	0.21	0.43
0.15	0.37	0.86
0.13	0.49	1.05
0.12	0.58	1.15
0.02	0.63	1.42
-0.54	0.26	1.73
-0.47	0.38	2.21
-0.47	0.46	2.50
-0.38	0.49	2.25
-0.21	0.64	1.79
-0.09	0.58	1.62
-0.07	0.42	1.60
-0.06	0.36	1.46
-0.01	0.31	1.31
0.01	0.33	1.28
0.02	0.25	1.23
-0.01	0.32	1.09
0.06	0.26	0.96
0.19	0.20	0.82
0.24	0.25	0.74
0.30	0.37	0.68
0.36	0.49	0.59
0.39	0.61	0.39
0.34	0.70	0.07
0.30	0.89	-0.32
0.08	1.10	-0.81
-0.32	1.36	-1.31
-0.49	1.62	-1.66
-0.46	1.82	-1.96
-0.35	1.82	-1.99
-0.18	1.63	-1.49
-0.02	1.32	-0.93
0.07	1.10	-0.55
0.20	0.99	-0.41
0.28	0.99	-0.38
0.27	0.91	-0.38
0.25	0.88	-0.15
0.12	0.77	0.17
0.19	0.84	0.27
0.07	0.88	0.53
-0.04	0.85	0.87
-0.20	0.79	1.24
-0.50	0.58	1.75
-0.62	0.03	2.39
-0.77	-0.51	3.13
-0.90	-0.52	3.61
-0.79	-0.39	3.38
-0.55	0.18	1.85
-0.09	0.24	1.44
0.19	-0.12	1.01
0.27	0.23	0.56
0.41	0.67	0.59
0.42	0.70	0.38
0.35	0.61	-0.09
0.32	0.65	-0.70
0.20	0.82	-1.33
0.15	1.09	-1.97
0.02	1.21	-2.36
-0.04	1.26	-2.39
0.04	1.23	-1.87
0.08	1.07	-1.23
0.15	0.93	-0.90
0.17	0.99	-0.80
0.31	1.04	-0.84
0.36	1.14	-0.84
0.22	1.24	-0.79
0.20	1.22	-0.75
0.14	1.13	-0.34
0.22	0.89	0.15
0.08	0.45	0.82
-0.32	0.08	1.58
-0.70	0.04	2.27
-0.80	-0.11	2.77
-0.81	-0.40	3.14
-0.80	-0.40	3.38
-0.78	-0.29	3.18
-0.64	0.09	2.63
-0.48	0.15	2.10
-0.25	0.14	1.73
-0.06	0.20	1.41
0.20	0.40	1.12
0.35	0.34	0.79
0.27	0.25	0.46
0.26	0.21	0.05
0.28	0.20	-0.37
0.30	0.43	-1.12
0.22	0.72	-1.75
0.04	1.11	-2.17
0.15	1.16	-2.44
0.06	1.20	-2.39
0.08	1.15	-2.07
0.04	1.03	-1.46
0.06	0.94	-1.04
0.18	0.87	-0.87
0.30	0.85	-0.80
0.46	0.87	-0.71
0.32	0.92	-0.57
0.31	0.98	-0.42
0.21	0.99	-0.32
0.08	1.00	-0.23
-0.03	0.93	-0.17
-0.14	0.91	0.27
-0.31	0.79	0.50
-0.43	0.63	0.90
-0.57	0.46	1.40
-0.61	0.17	2.01
-0.56	-0.23	2.63
-0.40	-0.56	3.28
-0.21	-0.58	3.50
-0.18	-0.40	3.04
0.03	-0.11	2.14
-0.25	-0.09	1.31
-0.15	0.24	0.47
-0.09	0.85	-0.38
-0.14	1.07	-1.01
-0.06	1.29	-1.24
0.01	1.36	-1.40
0.09	1.30	-1.22
0.19	1.09	-0.70
0.20	0.91	-0.25
0.11	0.87	-0.17
0.06	0.96	-0.47
0.01	1.01	-0.73
0.03	1.01	-0.81
0.03	0.97	-0.72
0.08	0.91	-0.64
0.10	0.85	-0.67
0.16	0.94	-0.73
0.12	0.99	-0.75
0.03	1.09	-0.68
-0.15	1.02	-0.51
-0.18	1.06	-0.08
-0.33	1.07	0.23
-0.67	0.99	0.93
-0.77	0.93	1.38
-0.68	0.62	1.85
-0.56	0.33	2.25
-0.45	0.18	2.47
-0.36	0.13	2.46
-0.34	0.19	2.22
-0.27	0.26	1.84
-0.15	0.37	1.48
-0.10	0.44	1.16
-0.06	0.57	0.84
-0.01	0.68	0.47
0.10	0.77	0.01
0.23	0.84	-0.45
0.18	0.82	-0.97
0.10	0.98	-1.44
0.03	1.11	-1.66
-0.04	1.08	-1.54
-0.08	0.95	-1.02
-0.14	0.96	-0.77
-0.11	1.01	-0.84
-0.01	1.02	-0.92
0.16	1.01	-0.82
0.22	0.99	-0.57
0.20	1.01	-0.28
0.09	1.03	0.02
-0.08	1.02	0.34
-0.29	0.97	0.66
-0.45	0.84	1.23
-0.60	0.71	1.70
-0.65	0.52	2.07
-0.62	0.34	2.38
-0.54	0.22	2.51
-0.51	0.23	2.36
-0.33	0.27	2.07
-0.21	0.32	1.73
-0.15	0.42	1.53
0.04	0.38	1.25
0.25	0.42	1.01
0.16	0.55	0.60
0.24	0.71	0.05
0.04	0.91	-0.64
-0.02	1.02	-1.28
-0.05	1.16	-1.68
-0.16	1.18	-1.69
-0.26	1.11	-1.38
-0.34	1.10	-1.07
-0.36	1.18	-1.01
-0.35	1.31	-1.08
-0.28	1.31	-1.01
-0.15	1.21	-0.79
0.09	1.11	-0.59
0.14	1.07	-0.38
0.11	1.03	-0.15
0.09	1.05	0.10
-0.05	1.10	0.29
-0.33	1.11	0.53
-0.62	0.96	1.00
-0.81	0.70	1.51
-0.91	0.40	2.09
-0.86	0.07	2.64
-0.77	-0.16	3.03
-0.64	-0.31	3.10
-0.61	-0.20	2.64
-0.51	0.02	2.04
-0.38	0.18	1.62
0.00	0.19	1.37
0.22	0.28	1.05
-0.05	0.54	0.74
0.14	0.58	0.56
0.23	0.60	0.33
0.23	0.68	0.02
0.15	0.76	-0.23
0.08	0.98	-0.75
-0.12	1.12	-1.15
-0.27	1.31	-1.43
-0.37	1.41	-1.44
-0.42	1.39	-1.16
-0.40	1.24	-0.77
-0.35	1.15	-0.58
-0.20	1.22	-0.70
-0.12	1.16	-0.61
0.14	1.04	-0.43
0.19	0.99	-0.22
-0.03	0.97	0.02
-0.02	0.94	0.17
-0.01	0.87	0.23
-0.04	0.83	0.26
-0.09	0.80	0.43
-0.21	0.86	0.52
-0.35	0.91	0.66
-0.54	0.96	0.81
-0.74	0.96	1.02
-0.86	0.88	1.26
-0.88	0.70	1.54
-0.86	0.59	1.79
-0.73	0.41	1.97
-0.59	0.33	1.93
-0.54	0.45	1.55
-0.48	0.57	1.12
-0.43	0.62	0.86
-0.37	0.64	0.79
-0.34	0.63	0.84
-0.29	0.57	0.95
-0.06	0.45	1.05
-0.05	0.49	0.97
-0.03	0.54	0.87
0.04	0.64	0.73
-0.03	0.70	0.61
-0.05	0.78	0.53
0.03	0.82	0.46
-0.05	0.91	0.34
-0.04	0.90	0.22
-0.09	0.93	0.14
-0.17	0.96	0.09
-0.23	1.12	-0.21
-0.29	1.20	-0.23
-0.29	1.21	-0.20
-0.33	1.15	-0.09
-0.31	1.09	-0.02
-0.30	1.10	-0.00
-0.30	1.12	-0.09
-0.29	1.07	-0.12
-0.26	1.04	-0.12
-0.24	1.03	-0.16
-0.17	1.01	-0.16
-0.10	0.90	-0.06
-0.02	0.82	0.04
0.02	0.79	0.09
0.05	0.79	0.12
0.04	0.79	0.13
0.03	0.80	0.13
0.01	0.85	0.15
-0.03	0.90	0.14
-0.03	0.93	0.09
-0.10	0.95	0.06
-0.18	1.00	0.03
-0.22	0.96	0.08
-0.21	0.94	0.12
-0.22	0.95	0.12
-0.18	0.94	0.16
-0.23	0.92	0.24
-0.26	0.93	0.35
-0.37	0.98	0.43
-0.42	0.94	0.47
-0.50	0.99	0.50
-0.46	1.03	0.49
-0.37	1.03	0.55
-0.52	0.78	0.55
-0.39	0.99	0.52
-0.49	0.76	0.52
-0.41	0.96	0.45
-0.68	0.70	0.40
-0.51	1.00	0.27
-0.56	1.03	0.33
-0.57	0.97	0.52
-0.54	0.90	0.74
-0.60	0.97	0.94
-0.49	0.79	0.93
-0.38	0.62	0.89
-0.42	0.72	0.86
-0.40	0.78	0.72
-0.39	0.82	0.60
-0.37	0.81	0.56
-0.36	0.79	0.59
-0.33	0.80	0.64
-0.31	0.81	0.65
-0.33	0.78	0.62
-0.31	0.84	0.59
-0.31	0.80	0.50
-0.32	0.83	0.49
-0.33	0.83	0.47
-0.40	0.79	0.42
-0.23	1.00	0.48
-0.38	0.77	0.59
-0.41	0.98	0.89
-0.33	0.56	1.03
-0.33	0.62	0.99
-0.35	0.65	0.86
-0.39	0.76	0.73
-0.40	0.77	0.61
-0.44	0.86	0.55
-0.33	0.85	0.52
-0.35	0.85	0.48
-0.33	0.85	0.49
-0.27	0.83	0.49
-0.26	0.81	0.48
-0.20	0.80	0.48
-0.15	0.81	0.51
-0.17	0.84	0.58
-0.21	0.82	0.63
-0.30	0.84	0.70
-0.14	0.73	0.55
-0.23	0.75	0.35
-0.24	0.93	0.11
-0.27	0.98	0.07
-0.29	1.02	0.10
-0.27	0.96	0.13
-0.20	0.90	0.23
-0.17	0.85	0.31
-0.18	0.83	0.31
-0.16	0.90	0.24
-0.16	0.92	0.21
-0.16	0.93	0.19
-0.16	0.94	0.17
-0.16	0.95	0.19
-0.11	0.90	0.21
-0.08	0.91	0.26
-0.08	0.90	0.28
-0.05	0.86	0.28
-0.01	0.84	0.23
-0.00	0.85	0.20
-0.00	0.88	0.19
-0.00	0.89	0.22
-0.02	0.90	0.26
-0.02	0.92	0.28
-0.03	0.93	0.26
-0.03	0.92	0.25
-0.03	0.92	0.25
-0.03	0.90	0.28
-0.03	0.87	0.32
-0.00	0.86	0.32
-0.02	0.82	0.36
0.12	0.85	0.37
0.03	0.86	0.35
0.05	0.86	0.38
0.06	0.86	0.44
0.06	0.85	0.51
0.06	0.87	0.54
0.06	0.89	0.54
0.04	0.89	0.54
0.04	0.87	0.55
0.04	0.85	0.53
0.03	0.83	0.50
0.01	0.82	0.48
0.01	0.83	0.47
0.01	0.83	0.45
0.00	0.85	0.44
-0.01	0.86	0.44
-0.01	0.86	0.46
-0.03	0.87	0.47
-0.05	0.89	0.47
-0.05	0.90	0.48
-0.05	0.90	0.49
-0.06	0.91	0.49
-0.07	0.90	0.46
-0.07	0.91	0.44
-0.07	0.90	0.44
-0.08	0.90	0.44
-0.09	0.91	0.44
-0.10	0.93	0.43
-0.11	0.94	0.43
-0.11	0.94	0.44
-0.11	0.94	0.44
-0.12	0.94	0.44
-0.11	0.93	0.43
-0.10	0.91	0.43
-0.10	0.90	0.43
-0.09	0.90	0.41
-0.09	0.90	0.40
-0.09	0.91	0.40
-0.08	0.91	0.41
-0.07	0.90	0.41
-0.07	0.89	0.40
-0.08	0.91	0.37
-0.07	0.90	0.38
-0.06	0.89	0.39
-0.06	0.90	0.39
-0.06	0.90	0.39
-0.04	0.90	0.39
-0.03	0.91	0.39
-0.03	0.91	0.38
-0.02	0.90	0.34
-0.02	0.92	0.29
-0.04	0.94	0.24
0.05	0.86	0.21
-0.02	0.88	0.16
-0.04	0.87	0.10
0.12	0.75	-0.00
0.13	0.72	0.09
-0.02	0.79	0.18
-0.11	0.94	0.33
-0.08	0.86	0.36
-0.09	0.79	0.29
-0.17	0.75	0.29
-0.14	0.73	0.20
-0.06	0.75	-0.01
0.00	0.75	-0.23
0.02	0.80	-0.18
-0.02	0.80	-0.10
-0.08	0.76	-0.10
-0.16	0.71	-0.08
-0.24	0.69	-0.00
-0.29	0.68	0.08
-0.32	0.69	0.21
-0.36	0.69	0.20
-0.40	0.69	0.24
-0.46	0.69	0.33
-0.57	0.70	0.37
-0.62	0.72	0.42
-0.67	0.74	0.46
-0.71	0.76	0.50
-0.74	0.79	0.54
-0.77	0.82	0.58
-0.79	0.85	0.62
-0.80	0.89	0.65
-0.81	0.92	0.67
-0.82	0.95	0.69
-0.82	0.97	0.70
-0.81	1.00	0.70
-0.81	1.01	0.69
-0.81	1.02	0.67
-0.81	1.02	0.64
-0.81	1.01	0.60
-0.81	0.97	0.55
-0.79	0.91	0.49
-0.74	0.84	0.42
-0.70	0.77	0.35
-0.66	0.71	0.29
-0.63	0.65	0.24
-0.61	0.62	0.19
-0.58	0.59	0.15
-0.56	0.58	0.12
-0.55	0.58	0.09
-0.54	0.58	0.06
-0.54	0.59	0.05
-0.56	0.62	0.04
-0.57	0.65	0.03
-0.57	0.70	0.04
-0.60	0.74	0.05
-0.62	0.77	0.08
-0.64	0.80	0.14
-0.65	0.81	0.18
-0.66	0.81	0.21
-0.67	0.80	0.25
-0.66	0.78	0.28
-0.65	0.75	0.31
-0.64	0.73	0.34
-0.63	0.70	0.37
-0.62	0.67	0.39
-0.61	0.66	0.40
-0.60	0.65	0.41
-0.60	0.64	0.41
-0.61	0.64	0.42
-0.61	0.66	0.41
-0.61	0.67	0.40
-0.62	0.69	0.38
-0.63	0.71	0.36
-0.64	0.73	0.34
-0.64	0.74	0.31
-0.64	0.75	0.28
-0.64	0.75	0.25
-0.64	0.74	0.22
-0.63	0.74	0.20
-0.62	0.73	0.18
-0.61	0.72	0.16
-0.61	0.71	0.15
-0.61	0.71	0.15
-0.61	0.71	0.15
-0.61	0.71	0.15
-0.61	0.71	0.16
-0.62	0.72	0.18
-0.62	0.73	0.20
-0.63	0.73	0.25
-0.63	0.73	0.27
-0.63	0.73	0.29
-0.63	0.72	0.31
-0.62	0.72	0.32
-0.62	0.71	0.34
-0.63	0.70	0.34
-0.62	0.69	0.35
-0.62	0.69	0.35
-0.62	0.69	0.35
-0.62	0.69	0.34
-0.62	0.70	0.33
-0.62	0.70	0.31
-0.62	0.71	0.30
-0.63	0.72	0.28
-0.63	0.72	0.26
-0.63	0.73	0.25
-0.62	0.73	0.23
-0.62	0.73	0.22
-0.62	0.73	0.21
-0.62	0.72	0.20
-0.62	0.72	0.20
-0.62	0.72	0.19
-0.62	0.72	0.20
-0.62	0.72	0.20
-0.62	0.72	0.21
-0.62	0.72	0.22
-0.62	0.72	0.24
-0.62	0.72	0.25
-0.63	0.72	0.27
-0.63	0.72	0.28
-0.62	0.72	0.29
-0.62	0.71	0.30
-0.63	0.71	0.31
-0.63	0.71	0.31
-0.62	0.71	0.32
-0.62	0.71	0.32
-0.62	0.71	0.31
-0.62	0.71	0.31
-0.62	0.71	0.30
-0.62	0.71	0.29
-0.62	0.71	0.28
-0.63	0.71	0.27
-0.63	0.72	0.25
-0.62	0.72	0.24
-0.62	0.72	0.23
-0.62	0.72	0.23
-0.63	0.72	0.22
-0.62	0.72	0.22
-0.62	0.72	0.22
-0.62	0.72	0.22
-0.62	0.72	0.22
